N,Iteration,Factor,IR
10,199,WML,-0.1929378722368845
10,200,MKT_RF,0.7722012634352627
10,200,SMB,-0.07293994579549226
10,200,HML,-0.11266237351680215
10,200,WML,-0.40686342077520254
10,201,MKT_RF,0.22837048029315543
10,201,SMB,-0.13239427561406034
10,201,HML,0.3168344593147582
10,201,WML,0.4206494564298145
10,202,MKT_RF,0.8756123149743295
10,202,SMB,-0.22667232111925745
10,202,HML,0.5666983455131827
10,202,WML,-0.5041248832315521
10,203,MKT_RF,-0.03064072362304281
10,203,SMB,-0.3119456556990796
10,203,HML,0.4748886013895468
10,203,WML,0.37038869254040246
10,204,MKT_RF,0.09114153331631283
10,204,SMB,-0.28615932563208224
10,204,HML,0.2773622952800894
10,204,WML,1.1057077988346862
10,205,MKT_RF,0.5818508433707644
10,205,SMB,-0.32936951912602785
10,205,HML,0.1263838425836363
10,205,WML,0.24740070580366047
10,206,MKT_RF,-0.08486507836265048
10,206,SMB,-0.4129843073801414
10,206,HML,0.5287181750889378
10,206,WML,0.8384526284187974
10,207,MKT_RF,0.5819720714041384
10,207,SMB,-0.1605670145086792
10,207,HML,-0.27308826008237475
10,207,WML,0.0558946252985107
10,208,MKT_RF,0.17100496439486146
10,208,SMB,-0.020383899132972186
10,208,HML,-0.010492033755229058
10,208,WML,0.5988809292990849
10,209,MKT_RF,0.3169637452099168
10,209,SMB,-0.5233012197788693
10,209,HML,0.6719885641287224
10,209,WML,0.6418073637538203
10,210,MKT_RF,0.32419287425372123
10,210,SMB,-0.06126647347098869
10,210,HML,0.46276399105750204
10,210,WML,0.3894150370710533
10,211,MKT_RF,0.2195495997220452
10,211,SMB,-0.10462044677944234
10,211,HML,0.19256135221132928
10,211,WML,0.9970650342406424
10,212,MKT_RF,0.4680954084673919
10,212,SMB,-0.39988127552359326
10,212,HML,0.40474860259947165
10,212,WML,0.289780330227983
10,213,MKT_RF,0.64018575084423
10,213,SMB,0.1641916090280817
10,213,HML,0.00611360301153616
10,213,WML,0.16634979722614182
10,214,MKT_RF,0.4339573006071477
10,214,SMB,0.32074071218506695
10,214,HML,0.5644191438173009
10,214,WML,-0.20274835560133794
10,215,MKT_RF,0.1951026307809286
10,215,SMB,0.038590006067109356
10,215,HML,0.5209246393901836
10,215,WML,0.7317062930816497
10,216,MKT_RF,0.18172680907479266
10,216,SMB,-0.7781888857195117
10,216,HML,0.06353755698164833
10,216,WML,0.6616066140004326
10,217,MKT_RF,0.5069900998852566
10,217,SMB,-0.04354312681851868
10,217,HML,0.2969094967251712
10,217,WML,0.12213908883810642
10,218,MKT_RF,0.3413953845406224
10,218,SMB,-0.49534263272285406
10,218,HML,-0.10532702194689617
10,218,WML,0.7725997725713658
10,219,MKT_RF,0.37937745144875423
10,219,SMB,0.12107947834221665
10,219,HML,0.29312244925486747
10,219,WML,0.06575995213583226
10,220,MKT_RF,-0.16965597797689194
10,220,SMB,0.14282485443749066
10,220,HML,-0.019627220458191773
10,220,WML,1.2469308402944521
10,221,MKT_RF,0.4728788936897811
10,221,SMB,-0.12817758934825976
10,221,HML,0.31496817137322164
10,221,WML,0.10453330333844274
10,222,MKT_RF,0.42158602216968044
10,222,SMB,-0.5648086484257282
10,222,HML,0.808333226992398
10,222,WML,0.3011142270429901
10,223,MKT_RF,0.9073946594799638
10,223,SMB,-0.27812538116573693
10,223,HML,0.24346503026309516
10,223,WML,-0.5878189836489779
10,224,MKT_RF,0.07296825324065614
10,224,SMB,-0.26553358980713865
10,224,HML,0.47115955990758984
10,224,WML,0.8616642575949973
10,225,MKT_RF,0.39160043916444043
10,225,SMB,-0.10624619321171332
10,225,HML,0.3363924028502105
10,225,WML,0.4167519819886215
10,226,MKT_RF,0.21788811224971788
10,226,SMB,-0.12187239213592399
10,226,HML,0.2798402016535039
10,226,WML,0.36384483538993045
10,227,MKT_RF,0.6018954955948641
10,227,SMB,0.10617139892197491
10,227,HML,0.12764241764783157
10,227,WML,0.2973059750950405
10,228,MKT_RF,0.3063499575553839
10,228,SMB,-0.4466323375229033
10,228,HML,0.215548805117416
10,228,WML,0.3264949046707715
10,229,MKT_RF,0.2592871913495093
10,229,SMB,0.22570193887097936
10,229,HML,-0.07130075401143118
10,229,WML,0.28188036135260697
10,230,MKT_RF,0.8561325082073359
10,230,SMB,0.10116472751075939
10,230,HML,0.2333826846939832
10,230,WML,-0.2947707525597084
10,231,MKT_RF,0.4492682066533889
10,231,SMB,0.28899889932737327
10,231,HML,0.4777031899005567
10,231,WML,-0.16403628864867828
10,232,MKT_RF,0.5001879496188738
10,232,SMB,-0.019247983220521955
10,232,HML,0.5509111441089584
10,232,WML,-0.35805292915192594
10,233,MKT_RF,0.599590787385417
10,233,SMB,0.022980984793485912
10,233,HML,0.5364752522005743
10,233,WML,-0.18138284408917096
10,234,MKT_RF,0.2500369068689818
10,234,SMB,-0.025177522853806655
10,234,HML,0.04514938533225505
10,234,WML,0.5013954993753659
10,235,MKT_RF,0.36687748425026434
10,235,SMB,0.14349890041381924
10,235,HML,0.5233370092700598
10,235,WML,-0.016888958948408212
10,236,MKT_RF,0.381851293336189
10,236,SMB,-0.259533549384979
10,236,HML,0.37916909350959316
10,236,WML,0.14316537803934348
10,237,MKT_RF,0.4680879556387759
10,237,SMB,-0.10484877055334234
10,237,HML,-0.034865170601162926
10,237,WML,-0.018943049880717912
10,238,MKT_RF,0.3229131520819918
10,238,SMB,-0.08901409596388282
10,238,HML,0.15542228946429174
10,238,WML,0.42507411762899167
10,239,MKT_RF,0.7152844032767519
10,239,SMB,-0.4284886912137941
10,239,HML,0.09843651211217118
10,239,WML,-0.1083838590563799
10,240,MKT_RF,0.5756947505177848
10,240,SMB,-0.24930066008626672
10,240,HML,0.23491786564539235
10,240,WML,0.18329471841075085
10,241,MKT_RF,0.6843793944073864
10,241,SMB,-0.2686351171511967
10,241,HML,0.6497241033603243
10,241,WML,-0.11602294659264596
10,242,MKT_RF,0.41566625041050814
10,242,SMB,0.28214626653082314
10,242,HML,0.6888665147798085
10,242,WML,0.2269718329583416
10,243,MKT_RF,0.38310060613013813
10,243,SMB,-0.036629961858465065
10,243,HML,-0.04078369369243341
10,243,WML,0.46648101738905506
10,244,MKT_RF,0.34382506175363536
10,244,SMB,0.052337675556323876
10,244,HML,0.37483324967182935
10,244,WML,-0.0959662825587312
10,245,MKT_RF,0.14680947870295796
10,245,SMB,0.11503033532486938
10,245,HML,-0.17170053910002223
10,245,WML,0.6651359138718718
10,246,MKT_RF,0.020264283659582855
10,246,SMB,-0.2248811403297509
10,246,HML,0.16585809700629509
10,246,WML,0.8156992293349372
10,247,MKT_RF,0.020858984767184938
10,247,SMB,-0.3066729726423687
10,247,HML,0.4766396331140667
10,247,WML,0.6224152067591415
10,248,MKT_RF,0.2304202254312802
10,248,SMB,-0.23176914600209855
10,248,HML,0.6781880054546039
10,248,WML,0.5060200801976961
10,249,MKT_RF,0.4870517462381504
10,249,SMB,0.09723381176988316
10,249,HML,0.31960750354887874
10,249,WML,0.34239335488219835
10,250,MKT_RF,0.24896830354606164
10,250,SMB,-0.19424782210838482
10,250,HML,0.15491012878553403
10,250,WML,0.4536420350542166
10,251,MKT_RF,0.314080803381567
10,251,SMB,-0.6773978623177116
10,251,HML,0.43143468764644594
10,251,WML,0.6463205129928865
10,252,MKT_RF,0.27331116539184597
10,252,SMB,-0.5530808375373543
10,252,HML,0.23915526978737925
10,252,WML,0.5240235629758507
10,253,MKT_RF,0.1271795680221681
10,253,SMB,0.1893269099581771
10,253,HML,0.2451620965153897
10,253,WML,0.6036547893689318
10,254,MKT_RF,0.40800572228244214
10,254,SMB,-0.2901567292103174
10,254,HML,0.3272000161661281
10,254,WML,0.006545279075709313
10,255,MKT_RF,0.34505846599690343
10,255,SMB,0.2003455884808012
10,255,HML,0.20215101130005497
10,255,WML,0.16244826459416567
10,256,MKT_RF,0.2167291243757713
10,256,SMB,-0.1623622555722446
10,256,HML,0.04242903191568949
10,256,WML,0.6347148591018832
10,257,MKT_RF,0.6325165306856216
10,257,SMB,-0.19767048982356905
10,257,HML,-0.06246481749423758
10,257,WML,-0.2496496546119418
10,258,MKT_RF,0.5250200276403679
10,258,SMB,0.12663330808460174
10,258,HML,0.261705869212681
10,258,WML,-0.11728877678166895
10,259,MKT_RF,0.3470938615344079
10,259,SMB,-0.4558178186892266
10,259,HML,0.1409743551780746
10,259,WML,0.6622729174000728
10,260,MKT_RF,0.43279725914301315
10,260,SMB,-0.17368349019602977
10,260,HML,-0.21526390010664412
10,260,WML,0.12209164004069753
10,261,MKT_RF,0.09127694424489782
10,261,SMB,-0.49741729877250673
10,261,HML,0.26298590383883563
10,261,WML,1.0384621419731375
10,262,MKT_RF,0.12125880671876357
10,262,SMB,-0.6786736061987068
10,262,HML,0.872864300544041
10,262,WML,0.7577369308743548
10,263,MKT_RF,0.11331052251869457
10,263,SMB,-0.27460358126778966
10,263,HML,0.3571295790752755
10,263,WML,0.964779250793886
10,264,MKT_RF,-0.21790116667853018
10,264,SMB,0.17367802465326754
10,264,HML,0.2544025031776053
10,264,WML,1.2227323249863122
10,265,MKT_RF,0.23351311761519608
10,265,SMB,-0.24805507480053718
10,265,HML,0.054169625961972764
10,265,WML,0.5130403027118675
10,266,MKT_RF,0.6279850665074147
10,266,SMB,-0.10298888341388789
10,266,HML,0.46178815204155554
10,266,WML,0.31896951740995105
10,267,MKT_RF,0.3103676178857259
10,267,SMB,-0.1844380866614837
10,267,HML,0.41614331318019654
10,267,WML,0.3985053343478989
10,268,MKT_RF,0.20634419635782147
10,268,SMB,-0.3862604535827241
10,268,HML,0.4997345540387638
10,268,WML,0.538234498620543
10,269,MKT_RF,0.9156947016771566
10,269,SMB,-0.39653749289715895
10,269,HML,-0.08171197359930864
10,269,WML,-0.44343032072969124
10,270,MKT_RF,0.6205005758920967
10,270,SMB,-0.17375677082421648
10,270,HML,0.33501575162730873
10,270,WML,0.1732728966991324
10,271,MKT_RF,0.533911793456342
10,271,SMB,0.2502110695072752
10,271,HML,0.2594953669054283
10,271,WML,0.23900826073404005
10,272,MKT_RF,0.3745974839817759
10,272,SMB,-0.3315580935035005
10,272,HML,0.3033764910919311
10,272,WML,0.5956498807974366
10,273,MKT_RF,0.18602970114711948
10,273,SMB,0.1728940682083934
10,273,HML,0.48529382995275816
10,273,WML,0.6828855489393012
10,274,MKT_RF,0.27669624053445285
10,274,SMB,-0.3951910052621249
10,274,HML,0.24369182066683448
10,274,WML,0.5086401414325584
10,275,MKT_RF,0.5070410957137483
10,275,SMB,0.041987782908719545
10,275,HML,0.4184061767809928
10,275,WML,-0.0907955641344513
10,276,MKT_RF,0.5125003062075232
10,276,SMB,-0.010963419098186508
10,276,HML,0.07738946647252214
10,276,WML,0.2166823190399229
10,277,MKT_RF,0.34471785378707054
10,277,SMB,-0.12721715560506394
10,277,HML,0.11013823474636107
10,277,WML,0.6493551417784132
10,278,MKT_RF,0.6518738718295574
10,278,SMB,0.1475914677156385
10,278,HML,0.09512506993147964
10,278,WML,-0.3657888277194924
10,279,MKT_RF,0.5337823243254137
10,279,SMB,0.34201695958666933
10,279,HML,0.4516174344206451
10,279,WML,0.09665508642201702
10,280,MKT_RF,-0.03631924144064113
10,280,SMB,0.3937525306305717
10,280,HML,0.6547105017436314
10,280,WML,0.47232659996321424
10,281,MKT_RF,0.4882503763243966
10,281,SMB,-0.23171362702044107
10,281,HML,0.13169961206226877
10,281,WML,-0.02722378767862829
10,282,MKT_RF,0.483627214636361
10,282,SMB,-0.030719868590346276
10,282,HML,0.009939178466396274
10,282,WML,0.05516451441646243
10,283,MKT_RF,0.5598131850419726
10,283,SMB,-0.016892621263528373
10,283,HML,0.42600424324347136
10,283,WML,0.22876928332782798
10,284,MKT_RF,0.749668813297636
10,284,SMB,0.38862574039998316
10,284,HML,0.17295186421726663
10,284,WML,0.21023574028685887
10,285,MKT_RF,0.3881726893306207
10,285,SMB,0.17980038576453874
10,285,HML,-0.12270250592884971
10,285,WML,0.5524493564366386
10,286,MKT_RF,-0.19819039804691974
10,286,SMB,0.013172986849955878
10,286,HML,0.5486675014585033
10,286,WML,0.8276963411038347
10,287,MKT_RF,0.2852062538139221
10,287,SMB,-0.010938756636224851
10,287,HML,-0.21855049571997356
10,287,WML,0.31665789732071264
10,288,MKT_RF,0.3762293688960043
10,288,SMB,-0.049025494569903565
10,288,HML,0.4568910779203002
10,288,WML,-0.05616066149558094
10,289,MKT_RF,0.2881963785703769
10,289,SMB,0.15032290497161888
10,289,HML,0.6346419373683403
10,289,WML,0.1295317260926975
10,290,MKT_RF,0.06485306994500468
10,290,SMB,0.0803964477217417
10,290,HML,0.09482376683850682
10,290,WML,0.5311910794653122
10,291,MKT_RF,0.16921798007614913
10,291,SMB,-0.4168075175991632
10,291,HML,-0.21568259329269782
10,291,WML,0.7146348510721074
10,292,MKT_RF,0.4287559239302207
10,292,SMB,-0.3632062856038442
10,292,HML,0.30554423046702534
10,292,WML,0.6549132853569287
10,293,MKT_RF,0.5807905881073041
10,293,SMB,-0.17003500868272464
10,293,HML,0.23936301926571024
10,293,WML,0.22406187299817254
10,294,MKT_RF,0.6685078731408878
10,294,SMB,-0.0480591214284473
10,294,HML,0.07950707184209155
10,294,WML,-0.2355679631564449
10,295,MKT_RF,0.2658830673714594
10,295,SMB,-0.4197684168691098
10,295,HML,0.5958486846244286
10,295,WML,0.37912631364738186
10,296,MKT_RF,0.4819065878907784
10,296,SMB,0.15909479741408286
10,296,HML,0.3132243599494029
10,296,WML,0.16115903920827784
10,297,MKT_RF,0.2133452213767889
10,297,SMB,-0.19071080593476109
10,297,HML,0.5008006815619087
10,297,WML,0.4979340138464796
10,298,MKT_RF,0.29874475683636587
10,298,SMB,-0.17909448043206905
10,298,HML,0.7951239748867804
10,298,WML,0.21887148163868198
10,299,MKT_RF,0.1883283634419811
10,299,SMB,-0.4126922941631687
10,299,HML,0.04589650453105421
10,299,WML,0.6071816494828903
10,300,MKT_RF,0.17206798703760143
10,300,SMB,0.07584959359947198
10,300,HML,0.13917793962044703
10,300,WML,0.5804483188720564
10,301,MKT_RF,0.05153225116714824
10,301,SMB,-0.30071386043215137
10,301,HML,0.49707531718671416
10,301,WML,0.9094152794421444
10,302,MKT_RF,0.6770958565763421
10,302,SMB,0.06073056555108304
10,302,HML,-0.1850882115691345
10,302,WML,0.11215012209767349
10,303,MKT_RF,0.3328446434757184
10,303,SMB,-0.4543885508702291
10,303,HML,0.04802265279615338
10,303,WML,0.3545389878003289
10,304,MKT_RF,-0.06540028058469612
10,304,SMB,-0.3818653031818053
10,304,HML,0.11270743337011577
10,304,WML,0.7600118787866088
10,305,MKT_RF,0.619036017289601
10,305,SMB,-0.2580682090658602
10,305,HML,0.384110097052283
10,305,WML,-0.2627913525684497
10,306,MKT_RF,0.5014241515398967
10,306,SMB,0.2011432125955981
10,306,HML,-0.260758234057606
10,306,WML,-0.07676831526863694
10,307,MKT_RF,0.2245880487169003
10,307,SMB,0.41350674813991073
10,307,HML,-0.023046260396901243
10,307,WML,0.511858972663526
10,308,MKT_RF,0.5611314107325133
10,308,SMB,-0.10750789233840426
10,308,HML,0.14990182313888178
10,308,WML,0.1814789824896708
10,309,MKT_RF,0.3375870837529162
10,309,SMB,-0.40759750054483296
10,309,HML,0.42927672475972783
10,309,WML,0.7872128184858539
10,310,MKT_RF,0.34097164964546745
10,310,SMB,0.0010583553433047904
10,310,HML,0.8202571404260632
10,310,WML,0.21288350580513402
10,311,MKT_RF,0.4947903156345098
10,311,SMB,-0.019001400985527557
10,311,HML,0.23012687281554176
10,311,WML,0.007251659893021616
10,312,MKT_RF,0.14564168463780777
10,312,SMB,-0.22289235686923023
10,312,HML,0.12814221962863712
10,312,WML,0.6205911677985111
10,313,MKT_RF,0.417712592238051
10,313,SMB,-0.19248787456242003
10,313,HML,0.3549750732456277
10,313,WML,0.408339495936916
10,314,MKT_RF,0.2952200359619475
10,314,SMB,-0.019042061632992015
10,314,HML,0.3344929116969036
10,314,WML,-0.06480277147632015
10,315,MKT_RF,0.22555107914824638
10,315,SMB,-0.11359419802604867
10,315,HML,0.13271991953895965
10,315,WML,0.986028362126527
10,316,MKT_RF,0.2917703819272424
10,316,SMB,-0.05231040584795736
10,316,HML,-0.017781271489295924
10,316,WML,0.3988916160618799
10,317,MKT_RF,-0.20355097389155916
10,317,SMB,0.3030408196504878
10,317,HML,0.7605896144731461
10,317,WML,0.6568475593135866
10,318,MKT_RF,0.31809242369654667
10,318,SMB,-0.07677244538810238
10,318,HML,0.47951602067023236
10,318,WML,0.20871271898145205
10,319,MKT_RF,0.5715724808530286
10,319,SMB,-0.16993601468168007
10,319,HML,-0.23436804303413938
10,319,WML,0.2319604432693189
10,320,MKT_RF,0.3572977502119798
10,320,SMB,-0.09615765763408449
10,320,HML,0.47913258171467177
10,320,WML,0.14120852698365174
10,321,MKT_RF,0.13126236845104144
10,321,SMB,0.6173410187255638
10,321,HML,0.5047941903751779
10,321,WML,0.42290287364027684
10,322,MKT_RF,0.3541429824654288
10,322,SMB,0.18938031566768954
10,322,HML,0.358663985807998
10,322,WML,0.29284158706583335
10,323,MKT_RF,0.3304944708509029
10,323,SMB,0.4881718408923366
10,323,HML,0.3171488100951436
10,323,WML,0.47979253752076695
10,324,MKT_RF,0.4237035595151598
10,324,SMB,0.053445130809656294
10,324,HML,0.6684051862170212
10,324,WML,-0.3265811611948166
10,325,MKT_RF,0.3745461939305335
10,325,SMB,0.07974226600924023
10,325,HML,0.2640136355690424
10,325,WML,-0.22867152080087455
10,326,MKT_RF,0.20592275840960178
10,326,SMB,-0.5066196143113203
10,326,HML,0.2223321809731603
10,326,WML,0.6634316872438808
10,327,MKT_RF,0.5228196430448567
10,327,SMB,0.3318180177595492
10,327,HML,0.5492601694840706
10,327,WML,0.46744452903412065
10,328,MKT_RF,0.40514895982181875
10,328,SMB,-0.4221714149974647
10,328,HML,0.33807979459352117
10,328,WML,0.9523242229845612
10,329,MKT_RF,0.3574758233392232
10,329,SMB,0.12686515330965656
10,329,HML,0.27118410025653655
10,329,WML,0.16610626008179494
10,330,MKT_RF,0.12354211787184348
10,330,SMB,-0.04811322211180557
10,330,HML,0.13537319037903248
10,330,WML,0.38741408048369086
10,331,MKT_RF,0.2602157334085373
10,331,SMB,-0.03984296539731299
10,331,HML,-0.07548521429536746
10,331,WML,0.22253765792687982
10,332,MKT_RF,0.7260958686576796
10,332,SMB,-0.5088744634810036
10,332,HML,0.3157596531720152
10,332,WML,0.25693249257261813
10,333,MKT_RF,0.35993923491467
10,333,SMB,0.06642544948523252
10,333,HML,0.06912381632585497
10,333,WML,0.22365996206956257
10,334,MKT_RF,0.5613752631956486
10,334,SMB,0.10873445167997482
10,334,HML,0.0074701556962451935
10,334,WML,0.049977896393478174
10,335,MKT_RF,0.36523189056331723
10,335,SMB,-0.2632319597191827
10,335,HML,0.1342138497000834
10,335,WML,0.16951123492985057
10,336,MKT_RF,0.44385109181390064
10,336,SMB,-0.3449427375721559
10,336,HML,0.17832967278903672
10,336,WML,0.12251934319714956
10,337,MKT_RF,0.394152758631054
10,337,SMB,0.2357417835951856
10,337,HML,0.35654991462609714
10,337,WML,-0.03579744390430163
10,338,MKT_RF,0.3442068110674812
10,338,SMB,-0.36189219158255653
10,338,HML,0.14766097169688638
10,338,WML,0.31268058566766965
10,339,MKT_RF,0.46557364531725937
10,339,SMB,-0.14117377209762338
10,339,HML,-0.11846401619596454
10,339,WML,-0.1139477307795059
10,340,MKT_RF,0.3138009261687768
10,340,SMB,-0.2812134158420251
10,340,HML,0.04243021340215921
10,340,WML,0.3523548112659384
10,341,MKT_RF,0.5304172865003032
10,341,SMB,-0.12994837882351679
10,341,HML,0.1685919876323113
10,341,WML,-0.013450902467383057
10,342,MKT_RF,0.48249252685757044
10,342,SMB,-0.2800900110364536
10,342,HML,0.2069754231653355
10,342,WML,0.5066075315643241
10,343,MKT_RF,0.581268640170449
10,343,SMB,0.05511563036009451
10,343,HML,0.16657389652120164
10,343,WML,0.28323176451047277
10,344,MKT_RF,0.2547815811410782
10,344,SMB,-0.2732723311763956
10,344,HML,0.019441612851825815
10,344,WML,0.5721244150426829
10,345,MKT_RF,0.6043590157551685
10,345,SMB,0.10896412540834334
10,345,HML,0.6519696296620071
10,345,WML,0.2508035153297012
10,346,MKT_RF,0.45129835247211425
10,346,SMB,-0.48017602665476045
10,346,HML,0.3184515363291748
10,346,WML,0.5559686428182646
10,347,MKT_RF,0.02755863565728799
10,347,SMB,0.011268176940511278
10,347,HML,0.27582921345940303
10,347,WML,0.7784651183571559
10,348,MKT_RF,0.30684448747002074
10,348,SMB,-0.23397151097089836
10,348,HML,0.09287611202310149
10,348,WML,0.2529883975754596
10,349,MKT_RF,0.3483468942218128
10,349,SMB,-0.2701078505889646
10,349,HML,0.44052141342448287
10,349,WML,0.1007900535888031
10,350,MKT_RF,0.22988513490027473
10,350,SMB,0.5447627879741274
10,350,HML,0.24330167755022866
10,350,WML,0.4921375715960185
10,351,MKT_RF,-0.045113408906137915
10,351,SMB,-0.12585687137358942
10,351,HML,0.4687664108712652
10,351,WML,0.8494401542560653
10,352,MKT_RF,0.6688451167622815
10,352,SMB,-0.4162802271895789
10,352,HML,0.2473519567705807
10,352,WML,-0.17531076936464102
10,353,MKT_RF,0.5412962404779966
10,353,SMB,0.031245121109785674
10,353,HML,0.18106607117840784
10,353,WML,-0.025298819130819453
10,354,MKT_RF,0.5471259678368602
10,354,SMB,-0.20714521565532631
10,354,HML,0.5070911067604336
10,354,WML,0.018000451575268347
10,355,MKT_RF,0.443190553992129
10,355,SMB,-0.31574639781655756
10,355,HML,1.0073809183129354
10,355,WML,-0.012391545309118679
10,356,MKT_RF,0.364920704589511
10,356,SMB,-0.20399700688072087
10,356,HML,0.5339708428244837
10,356,WML,0.1472211991362395
10,357,MKT_RF,0.011256121713691768
10,357,SMB,-0.2715499642695307
10,357,HML,0.10342368707350184
10,357,WML,0.49023929568117586
10,358,MKT_RF,0.5260233732889665
10,358,SMB,-0.36486873377580376
10,358,HML,-0.14470724918521122
10,358,WML,0.05869109998719207
10,359,MKT_RF,0.5411795182689005
10,359,SMB,-0.7036107048865272
10,359,HML,0.2588173367800033
10,359,WML,0.21712275519910998
